hitId,productName,productCategory,productRevenue,productPrice,productQuantity
4674394644015197123:1480027998:7,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Home/Shop by Brand/,,16990000,
4674394644015197123:1480027998:10,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Shop by Brand/,,16990000,
7875526151225141983:1480026542:7,Yoga Mat,${escCatTitle},,22990000,
9304060320136766139:1480019328:9,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Home/Apparel/,,16990000,
9304060320136766139:1480019328:11,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Home/Apparel/,,16990000,1
9304060320136766139:1480019328:12,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Home/Apparel/,,16990000,1
3136149532431261617:1479987107:7,Google Laptop and Cell Phone Stickers,Home/Accessories/Stickers/,,1990000,
3136149532431261617:1479987107:9,Google Laptop and Cell Phone Stickers,Home/Accessories/Stickers/,,1990000,1
8977702585782374920:1480042835:4,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Home/Apparel/Men's/Men's-T-Shirts/,,16990000,
8977702585782374920:1480042835:6,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Home/Apparel/Men's/Men's-T-Shirts/,,16990000,1
8977702585782374920:1480042835:10,Google Tube Power Bank,Home/Electronics/,,16990000,
8977702585782374920:1480042835:14,YouTube Men's Short Sleeve Hero Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,,16990000,
8977702585782374920:1480042835:16,YouTube Men's Short Sleeve Hero Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,,16990000,1
4281742622398919790:1480036699:12,Waterproof Backpack,Home/Bags/Backpacks/,,99990000,
4281742622398919790:1480036699:14,Waterproof Backpack,Home/Bags/Backpacks/,,99990000,
4281742622398919790:1480036699:16,Waterproof Backpack,Home/Bags/Backpacks/,,99990000,
5666417901666974280:1480052078:3,Google G Noise-reducing Bluetooth Headphones,Home/Electronics/Audio/,,145990000,
5666417901666974280:1480052078:5,Google Bluetooth Headphones,Home/Electronics/Audio/,,49990000,
5666417901666974280:1480052078:7,Google G Noise-reducing Bluetooth Headphones,Home/Electronics/Audio/,,145990000,
5666417901666974280:1480052078:9,Google G Noise-reducing Bluetooth Headphones,Home/Electronics/Audio/,,145990000,
5666417901666974280:1480052078:11,Google Bluetooth Headphones,Home/Electronics/Audio/,,49990000,
5666417901666974280:1480052078:14,Google Bluetooth Headphones,Home/Electronics/Audio/,,49990000,
5666417901666974280:1480052078:16,Google G Noise-reducing Bluetooth Headphones,Home/Electronics/Audio/,,145990000,
5666417901666974280:1480052078:18,Google G Noise-reducing Bluetooth Headphones,Home/Electronics/Audio/,,145990000,
2687420255263990839:1479984341:5,Google Laptop Tech Backpack,Home/Bags/Backpacks/,,47990000,
2687420255263990839:1479984341:6,Waterproof Backpack,Home/Bags/Backpacks/,,99990000,
2687420255263990839:1479984341:8,Waterproof Backpack,Home/Bags/Backpacks/,,99990000,
2687420255263990839:1479984341:12,Google Men's Quilted Insulated Vest Black,Home/Apparel/Men's/Men's-Outerwear/,,74990000,
2687420255263990839:1479984341:16,Waterproof Backpack,Home/Bags/Backpacks/,,99990000,
2687420255263990839:1479984341:18,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,
2687420255263990839:1479984341:21,Google Laptop Backpack,Home/Bags/Backpacks/,,99990000,
2687420255263990839:1479984341:22,Google Laptop Tech Backpack,Home/Bags/Backpacks/,,47990000,
2687420255263990839:1479984341:25,Google Laptop Tech Backpack,Home/Bags/Backpacks/,,47990000,
0347241208031994756:1480005241:9,26 oz Double Wall Insulated Bottle,Home/Drinkware/,,24990000,
5991435346631570639:1479999911:4,Google Men's Long Sleeve Raglan Ocean Blue,Home/Apparel/Men's/Men's-T-Shirts/,,24990000,
5991435346631570639:1479999911:6,Google Men's Long Sleeve Raglan Ocean Blue,Home/Apparel/Men's/Men's-T-Shirts/,,24990000,
5991435346631570639:1479999911:8,Google Men's Long Sleeve Raglan Ocean Blue,Home/Apparel/Men's/Men's-T-Shirts/,,24990000,
5991435346631570639:1479999911:10,Google Men's Long Sleeve Raglan Ocean Blue,Home/Apparel/Men's/Men's-T-Shirts/,,24990000,
5991435346631570639:1479999911:16,Gift Card - $25.00,Home/Gift Cards/,,25000000,
5991435346631570639:1479999911:17,Gift Card - $25.00,Home/Gift Cards/,,25000000,
5991435346631570639:1479999911:19,Gift Card - $25.00,Home/Gift Cards/,,25000000,
5991435346631570639:1479999911:21,Gift Card - $25.00,Home/Gift Cards/,,25000000,
5991435346631570639:1479999911:23,Gift Card - $25.00,Home/Gift Cards/,,25000000,
5991435346631570639:1479999911:25,Gift Card - $25.00,Home/Gift Cards/,,25000000,
5991435346631570639:1479999911:27,Gift Card - $25.00,Home/Gift Cards/,,25000000,
5991435346631570639:1479999911:29,Gift Card - $25.00,Home/Gift Cards/,,25000000,
5666417901666974280:1480045829:4,Digital Lightshow Smart Speaker and Notification Center,Home/Electronics/,,104990000,
5666417901666974280:1480045829:6,Google Bluetooth Speaker-Power Bank,Home/Electronics/,,76990000,
5666417901666974280:1480045829:8,Digital Lightshow Smart Speaker and Notification Center,Home/Electronics/,,104990000,
5666417901666974280:1480045829:10,Digital Lightshow Smart Speaker and Notification Center,Home/Electronics/,,104990000,
5666417901666974280:1480045829:14,Google Toddler Hoodie Royal Blue,Home/Apparel/Kid's/Kid's-Toddler/,,37990000,
5666417901666974280:1480045829:18,Google Infant Zip Hood Royal Blue,Home/Apparel/Kid's/Kid's-Infant/,,37990000,
5666417901666974280:1480045829:20,Google Toddler Hoodie Royal Blue,Home/Apparel/Kid's/Kid's-Toddler/,,37990000,
5666417901666974280:1480045829:24,Google Infant Zip Hood Royal Blue,Home/Apparel/Kid's/Kid's-Infant/,,37990000,
5666417901666974280:1480045829:29,Google Toddler Raglan Shirt Blue Heather/Navy,Home/Apparel/Kid's/Kid's-Toddler/,,23990000,
5666417901666974280:1480045829:31,Google Toddler Hoodie Royal Blue,Home/Apparel/Kid's/Kid's-Toddler/,,37990000,
5666417901666974280:1480045829:33,Google Toddler 1/4 Zip Fleece Pewter,Home/Apparel/Kid's/Kid's-Toddler/,,37990000,
5666417901666974280:1480045829:40,Large Zipper Top Tote Bag,Home/Bags/Shopping and Totes/,,34990000,
5666417901666974280:1480045829:42,Google Canvas Tote Natural/Navy,Home/Bags/Shopping and Totes/,,15990000,
5666417901666974280:1480045829:53,Google Men's Quilted Insulated Vest Black,Home/Apparel/Men's/Men's-Outerwear/,,74990000,
5666417901666974280:1480045829:55,Google Men's Lightweight Microfleece Jacket Black,Home/Apparel/Men's/Men's-Outerwear/,,74990000,
5666417901666974280:1480045829:57,Google Men's Quilted Insulated Vest Black,Home/Apparel/Men's/Men's-Outerwear/,,74990000,
5666417901666974280:1480045829:61,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,
5666417901666974280:1480045829:63,Waterproof Backpack,Home/Bags/Backpacks/,,99990000,
5666417901666974280:1480045829:65,25L Classic Rucksack,Home/Bags/Backpacks/,,99990000,
5666417901666974280:1480045829:67,Google Rucksack,Home/Bags/Backpacks/,,69990000,
5666417901666974280:1480045829:69,25L Classic Rucksack,Home/Bags/Backpacks/,,99990000,
5666417901666974280:1480045829:71,Google Laptop Backpack,Home/Bags/Backpacks/,,99990000,
5666417901666974280:1480045829:73,Google Rucksack,Home/Bags/Backpacks/,,69990000,
5666417901666974280:1480045829:75,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,
5666417901666974280:1480045829:77,25L Classic Rucksack,Home/Bags/Backpacks/,,99990000,
5666417901666974280:1480045829:79,Waterproof Backpack,Home/Bags/Backpacks/,,99990000,
5666417901666974280:1480045829:81,25L Classic Rucksack,Home/Bags/Backpacks/,,99990000,
5666417901666974280:1480045829:83,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,
5666417901666974280:1480045829:85,25L Classic Rucksack,Home/Bags/Backpacks/,,99990000,
5666417901666974280:1480045829:90,Google Insulated Stainless Steel Bottle,Home/Drinkware/Water Bottles and Tumblers/,,19990000,
5666417901666974280:1480045829:92,Google Accent Insulated Stainless Steel Bottle,Home/Drinkware/Water Bottles and Tumblers/,,24990000,
5666417901666974280:1480045829:95,25L Classic Rucksack,Home/Bags/Backpacks/,,99990000,
5666417901666974280:1480045829:97,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,
5666417901666974280:1480045829:99,25L Classic Rucksack,Home/Bags/Backpacks/,,99990000,
5666417901666974280:1480045829:101,Google Laptop Backpack,Home/Bags/Backpacks/,,99990000,
5666417901666974280:1480045829:111,Google Toddler Hoodie Royal Blue,Home/Apparel/Kid's/Kid's-Toddler/,,37990000,
5666417901666974280:1480045829:113,Google Toddler Hoodie Royal Blue,Home/Apparel/Kid's/Kid's-Toddler/,,37990000,
5666417901666974280:1480045829:115,Google Toddler Raglan Shirt Blue Heather/Navy,Home/Apparel/Kid's/Kid's-Toddler/,,23990000,
5666417901666974280:1480045829:117,Google Toddler 1/4 Zip Fleece Pewter,Home/Apparel/Kid's/Kid's-Toddler/,,37990000,
5666417901666974280:1480045829:119,You Tube Toddler Short Sleeve Tee Red,Home/Apparel/Kid's/Kid's-Toddler/,,16990000,
5666417901666974280:1480045829:121,Android Toddler Short Sleeve T-shirt Pewter,Home/Apparel/Kid's/Kid's-Toddler/,,16990000,
5666417901666974280:1480045829:124,Waterproof Backpack,Home/Bags/Backpacks/,,99990000,
5666417901666974280:1480045829:127,Google Men's Quilted Insulated Vest Black,Home/Apparel/Men's/Men's-Outerwear/,,74990000,
5666417901666974280:1480045829:131,Google Women's 1/4 Zip Jacket Charcoal,Home/Apparel/Women's/Women's-Outerwear/,,109990000,
2529993293803214462:1480054811:2,Google Men's Pullover Hoodie Grey,Home/Apparel/Men's/Men's-Outerwear/,,51990000,
2011827183527338234:1480005597:3,YouTube Notebook and Pen Set,Home/Shop by Brand/YouTube/,,7990000,
4607463596257219456:1480025211:2,Google Men's Airflow 1/4 Zip Pullover Black,Home/Apparel/Men's/Men's-Performance Wear/,,69990000,
4607463596257219456:1480025211:4,Google Men's Airflow 1/4 Zip Pullover Black,Home/Apparel/Men's/Men's-Performance Wear/,,69990000,
8316772920201313794:1480000025:3,YouTube Men's Vintage Tee,Home/Shop by Brand/YouTube/,,18990000,
8316772920201313794:1480000025:5,YouTube Men's Long Sleeve Pullover Badge Tee Heather,Home/Shop by Brand/YouTube/,,34990000,
9590846031894656114:1479974433:29,Google Women's 1/4 Zip Jacket Charcoal,Apparel,177480000,87990000,2
9590846031894656114:1479974433:29,Google Women's 1/4 Zip Performance Pullover Two-Tone Blue,Apparel,53490000,51990000,1
5513691328311427617:1480049793:2,Android Wool Heather Cap Heather/Black,Home/Apparel/Headgear/,,24990000,
5513691328311427617:1480049793:4,Android Wool Heather Cap Heather/Black,Home/Apparel/Headgear/,,24990000,
5513691328311427617:1480049793:7,Google Stretch Fit Hat,Home/Apparel/Headgear/,,21990000,
9818617153775597197:1480044789:8,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/,,16990000,
9818617153775597197:1480044789:9,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/,,16990000,
6565107429798729317:1480032159:7,Android Stretch Fit Hat,${escCatTitle},,21990000,
6565107429798729317:1480032159:9,Android Stretch Fit Hat,${escCatTitle},,21990000,
1555187614762012508:1479405952:3,Waterproof Backpack,Home/Bags/,,99990000,
0737959483665817333:1479447618:4,Android Onesie Gold,Home/Apparel/Kid's/Kid's-Infant/,,23990000,
5252910384016969318:1479394596:3,YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Shop by Brand/YouTube/,,18990000,
5252910384016969318:1479394596:4,YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Shop by Brand/YouTube/,,18990000,
0296923544697390848:1479449650:2,YouTube Men's Short Sleeve Hero Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,,16990000,
0296923544697390848:1479449650:4,YouTube Men's Short Sleeve Hero Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,,16990000,1
4954089841568533529:1479419846:4,Google Women's Convertible Vest-Jacket Sea Foam Green,Home/Apparel/Women's/Women's-Outerwear/,,98990000,
3515891892745622254:1479431522:4,Google Tube Power Bank,Home/Electronics/,,16990000,
3085042666220432000:1479410590:4,Google 17oz Stainless Steel Sport Bottle,Home/Drinkware/,,18990000,
7251740397322599714:1479421868:6,Google Men's Lightweight Microfleece Jacket Black,Home/Apparel/Men's/Men's-Outerwear/,,74990000,
2770686502314665057:1479428788:4,YouTube Leatherette Notebook Combo,Home/Office/Notebooks & Journals/,,6990000,
2770686502314665057:1479428788:6,YouTube Notebook and Pen Set,Home/Office/Notebooks & Journals/,,7990000,
2770686502314665057:1479428788:8,YouTube Notebook and Pen Set,Home/Office/Notebooks & Journals/,,7990000,
9043661903164059456:1479420229:6,Google Men's Watershed Full Zip Hoodie Grey,Home/Apparel/Men's/,,109990000,
2188803652848239716:1479431491:4,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,
2188803652848239716:1479431491:5,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,
2188803652848239716:1479431491:7,Waterproof Backpack,Home/Bags/Backpacks/,,99990000,
2188803652848239716:1479431491:9,Waterproof Backpack,Home/Bags/Backpacks/,,99990000,
9222710024521088640:1479427800:3,Google Executive Umbrella,${escCatTitle},,27990000,2
9222710024521088640:1479427800:7,Google Executive Umbrella,(not set),,27990000,2
9222710024521088640:1479427800:11,Google Sunglasses,${escCatTitle},,2800000,
1333150355114894523:1479406516:6,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,,16990000,
1333150355114894523:1479406516:10,Google Bluetooth Speaker-Power Bank,Home/Electronics/Audio/,,76990000,
1333150355114894523:1479406516:12,Google Tube Power Bank,Home/Electronics/Power/,,16990000,
4729922944630702741:1479387082:7,Google Laptop and Cell Phone Stickers,Home/Accessories/,,1590000,
4729922944630702741:1479387082:9,Google Laptop and Cell Phone Stickers,Home/Accessories/,,1590000,2
312242911060713677:1479375162:5,Google Rucksack,Home/Bags/Backpacks/,,69990000,
312242911060713677:1479375162:6,Google Rucksack,Home/Bags/Backpacks/,,69990000,
312242911060713677:1479375162:11,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,
312242911060713677:1479375162:13,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,
768278434127030635:1479384429:3,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,
768278434127030635:1479384429:4,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,1
768278434127030635:1479384429:5,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,1
768278434127030635:1479384429:6,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,1
768278434127030635:1479384429:7,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,1
768278434127030635:1479384429:8,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,1
768278434127030635:1479384429:9,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,1
768278434127030635:1479384429:10,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,1
768278434127030635:1479384429:11,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,1
768278434127030635:1479384429:12,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,1
768278434127030635:1479384429:13,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,1
768278434127030635:1479384429:14,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,1
1539604617368556237:1479422043:3,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Home/Apparel/Men's/Men's-T-Shirts/,,16990000,
1539604617368556237:1479422043:5,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Home/Apparel/Men's/Men's-T-Shirts/,,16990000,1
1539604617368556237:1479422043:9,Google Men's Short Sleeve Hero Tee Light Blue,Home/Apparel/Men's/Men's-T-Shirts/,,18990000,
1539604617368556237:1479422043:11,Google Men's Short Sleeve Hero Tee Light Blue,Home/Apparel/Men's/Men's-T-Shirts/,,18990000,1
1539604617368556237:1479422043:13,Google Men's Short Sleeve Hero Tee Light Blue,${escCatTitle},,18990000,1
1539604617368556237:1479422043:16,Google Men's Short Sleeve Hero Tee Heather,Home/Apparel/Men's/Men's-T-Shirts/,,18990000,
6716580266461138297:1479426676:5,Google Men's  Zip Hoodie,Home/Apparel/Men's/,,55990000,
6716580266461138297:1479426676:6,Google Men's  Zip Hoodie,Home/Apparel/Men's/,,55990000,
6716580266461138297:1479426676:8,Google Men's  Zip Hoodie,Home/Apparel/Men's/,,55990000,
6716580266461138297:1479426676:10,Google Men's  Zip Hoodie,Home/Apparel/Men's/,,55990000,
6716580266461138297:1479426676:12,Android Men's  Zip Hoodie,Home/Apparel/Men's/,,55990000,
6716580266461138297:1479426676:14,Android Men's  Zip Hoodie,Home/Apparel/Men's/,,55990000,
6716580266461138297:1479426676:17,Google Men's  Zip Hoodie,${escCatTitle},,55990000,
4452231693566731041:1479383505:7,Google Men's Long Sleeve Raglan Ocean Blue,Home/Apparel/Men's/Men's-T-Shirts/,,24990000,
4452231693566731041:1479383505:8,Google Men's Long Sleeve Raglan Ocean Blue,Home/Apparel/Men's/Men's-T-Shirts/,,24990000,
4452231693566731041:1479383505:10,Google Men's Long Sleeve Raglan Ocean Blue,Home/Apparel/Men's/Men's-T-Shirts/,,24990000,
2135304219715995756:1479416017:10,Google Bluetooth Headphones,Home/Electronics/Audio/,,49990000,
2135304219715995756:1479416017:11,Google Bluetooth Headphones,Home/Electronics/Audio/,,49990000,
2135304219715995756:1479416017:13,Google Bluetooth Headphones,Home/Electronics/Audio/,,49990000,
2135304219715995756:1479416017:15,Google Bluetooth Headphones,Home/Electronics/Audio/,,49990000,
2135304219715995756:1479416017:17,Google G Noise-reducing Bluetooth Headphones,Home/Electronics/Audio/,,145990000,
2135304219715995756:1479416017:19,Google G Noise-reducing Bluetooth Headphones,Home/Electronics/Audio/,,145990000,
5776523211438785653:1479416994:6,Micro Wireless Earbud,Home/Electronics/Audio/,,39990000,
5776523211438785653:1479416994:8,Micro Wireless Earbud,Home/Electronics/Audio/,,39990000,
5776523211438785653:1479416994:14,Keyboard DOT Sticker,Home/Accessories/,,1500000,
5776523211438785653:1479416994:16,Keyboard DOT Sticker,Home/Accessories/,,1500000,
9222710024521088640:1479455319:5,Google Sunglasses,${escCatTitle},,2800000,
9222710024521088640:1479455319:6,Google Sunglasses,${escCatTitle},,2800000,
9222710024521088640:1479455319:17,Google Women's Long Sleeve Tee Lavender,Home/Apparel/Women's/Women's-T-Shirts/,,19190000,
9222710024521088640:1479455319:19,Google Women's Long Sleeve Tee Lavender,Home/Apparel/Women's/Women's-T-Shirts/,,19190000,
6331750669650879322:1479394091:6,Google 17oz Stainless Steel Sport Bottle,Home/Drinkware/Water Bottles and Tumblers/,,15190000,
6331750669650879322:1479394091:7,Google 17oz Stainless Steel Sport Bottle,Home/Drinkware/Water Bottles and Tumblers/,,15190000,
6331750669650879322:1479394091:9,Google 17oz Stainless Steel Sport Bottle,${escCatTitle},,15190000,1
6331750669650879322:1479394091:26,Google 17oz Stainless Steel Sport Bottle,Drinkware,17190000,15190000,1
9809497400480898268:1479430031:4,Google Laptop and Cell Phone Stickers,Home/Accessories/,,1990000,
9809497400480898268:1479430031:6,Google Laptop and Cell Phone Stickers,Home/Accessories/,,1990000,2
9809497400480898268:1479430031:10,Keyboard DOT Sticker,Home/Accessories/,,1500000,
9809497400480898268:1479430031:12,Keyboard DOT Sticker,Home/Accessories/,,1500000,
9809497400480898268:1479430031:14,Keyboard DOT Sticker,${escCatTitle},,1500000,1
9809497400480898268:1479430031:19,Android Sticker Sheet Ultra Removable,Home/Accessories/Stickers/,,2990000,
9809497400480898268:1479430031:20,Android Sticker Sheet Ultra Removable,Home/Accessories/Stickers/,,2990000,2
1492018291009624140:1477331363:4,Plastic Sliding Flashlight,Home/Electronics/Flashlights/,,12990000,
9952616174324085427:1477339905:3,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,,16990000,
9952616174324085427:1477339905:6,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,,16990000,
2905103434208919847:1477320061:4,Badge Holder,Home/Office/Office Other/,,1990000,
670827392013973572:1477328437:1,20 oz Stainless Steel Insulated Tumbler,Home/Drinkware/,,24990000,
670827392013973572:1477328437:3,26 oz Double Wall Insulated Bottle,Home/Drinkware/,,24990000,
670827392013973572:1477328437:5,20 oz Stainless Steel Insulated Tumbler,Home/Drinkware/,,24990000,
1720006022504089919:1477355000:6,Google Men's Vintage Tank,${escCatTitle},,20990000,
9470153289485556684:1477323588:5,Google Laptop Backpack,Home/Bags/Backpacks/,,99990000,
9470153289485556684:1477323588:7,Google Laptop Backpack,Home/Bags/Backpacks/,,99990000,
5289946328344582073:1477344088:6,Google Car Clip Phone Holder,${escCatTitle},,6990000,
5364712678595775938:1477343897:4,YouTube Men's Short Sleeve Hero Tee White,Home/Shop by Brand/YouTube/,,16990000,
5364712678595775938:1477343897:6,YouTube Onesie Heather,Home/Shop by Brand/YouTube/,,23990000,
2281371421025390862:1477336847:9,Google Pocket Bluetooth Speaker,Home/Electronics/Audio/,,27990000,
9583270159541437596:1477365478:6,"Google High Capacity 10,400mAh Charger",Home/Electronics/Power/,,58990000,
9583270159541437596:1477365478:8,Clip-on Compact Charger,Home/Electronics/Power/,,59990000,
9583270159541437596:1477365478:10,Clip-on Compact Charger,Home/Electronics/Power/,,59990000,
8261475104716149113:1477320056:5,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,,16990000,
8261475104716149113:1477320056:7,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,,16990000,2
8261475104716149113:1477320056:8,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,,16990000,2
6767197648375829580:1477354516:8,Google Tube Power Bank,Home/Electronics/,,16990000,
6767197648375829580:1477354516:11,Digital Lightshow Smart Speaker and Notification Center,Home/Electronics/,,104990000,
6767197648375829580:1477354516:12,"Google High Capacity 10,400mAh Charger",Home/Electronics/,,58990000,
6767197648375829580:1477354516:14,Compact Bluetooth Speaker,Home/Electronics/,,79990000,
197469140498985637:1477342496:2,Google Sunglasses,Home/Accessories/Fun/,,3500000,
